Text,language
o hospital de caridade foi inaugurado no dia  de janeiro de  sendo o primeiro hospital de santa catarina e a ª santa casa construída no brasil seu fundador foi o irmão joaquim do livramento da irmandade do senhor jesus dos passos seu prédio inicial ficava ao lado da capela menino deus fundada pela beata joana de gusmão em  que do alto da colina era visível de toda o centro da cidade e cujo prédio foi incorporado pelo hospital com o passar dos anos o hc foi se expandindo adicionando mais alas e prédios,Portugese
sohail was at the heart of the match-fixing scandal that rocked cricket in the s as captain of the national team his whistle-blowing may have negatively affected his international career,English
the cochoas from cocho nepali for cochoa purpurea are medium-sized frugivorous insectivorous and molluscivorous birds in the genus cochoa their bright contrasting plumage patterns sexual dimorphism and feeding habits made their systematic position difficult to ascertain in early times richard bowdler sharpe placed them with the prionopidae in  while many considered them as some kind of aberrant thrush the genus was previously included in the old world flycatcher family muscicapidae but molecular phylogenetic studies have shown that it is more closely related to the thrush family turdidae,English
the next morning ike and five of his henchman go to tombstone to face off against the earps at the ok corral holliday who is sick from tuberculosis joins them though virgil and morgan are wounded in the gunfight all six in clantons gang are killed including billy who is given a chance to surrender but refuses after the fight is over wyatt joins holliday for a final drink before heading off to california to meet laura as promised,English
amalya lyle kearse born  class of  judge first female african american partner in a wall street law firm first female united states court of appeals judge,English
kim sei-young nascida em  de janeiro de  em seul também conhecida como sei young kim é uma jogadora profissional de golfe sul-coreana que atua no lpga of korea tour e no lpga,Portugese
page also believed that the faster google’s search engine returned answers the more it would be used he fretted over milliseconds and pushed his engineers—from those who developed algorithms to those who built data centers—to think about lag times he also pushed for keeping google’s home page famously sparse in its design because it would help the search results load faster,English
"it is separated from the ""mainland"" of skye by a small sound called an doirneil it is not far from claigan the island doubles in size at low tide and is really two islands connected by a thin isthmus it is due south of isay",English
with the onset of the industrial revolution in the late th century and the concomitant development of precision engineering and component standardisation locks and keys were manufactured with increasing complexity and sophistication,English
em  pelo campeonato acreano o alto acre foi rebaixado para a segunda divisão do campeonato o papagaio da fronteira não fez uma boa temporada perdendo todos os jogos no campeonato,Portugese
an aggressive batsman sohails first appeared for the national team in a  one-day international against sri lanka and enjoyed a successful international career he was an important member of the team that won the  cricket world cup in australia and new zealand,English
os dirigentes republicanos acreditavam que a luta era inútil estavam dispostos a rendição da ilha e desejavam abandonar esta a bordo do hms devonshire em  de fevereiro o cruzador partiu para marselha com  refugiados republicanos a bordo no dia seguinte a divisão  do exército nacionalista desembarcou em minorca e aceitou a rendição das tropas republicanas,Portugese
on  july  after failing to make a single appearance for reals first team carvajal signed a five-year contract with germanys bayer  leverkusen for a transfer fee of € million the spaniards added on a buy-back clause in the region of € million if they wanted to re-sign the player after one season € million after two and approximately € million after three,English
